,altitude,longitude,latitude,srf_salt,srf_crust,bare_soil,crop_type
4034,1143,31.3535963,1.0276012,No,No,No,Fruits
4035,1121,31.3653303,1.0357984,No,No,No,Cereals
4036,1386,31.4139333,0.6981733,No,No,No,Cereals
4037,1365,31.4131732,0.7046594,No,No,No,Cereals
4038,1365,31.412844,0.7036033,No,No,No,Cereals
4039,1378,31.4025502,0.711701,No,No,No,Cereals
4041,1183,30.8957496,1.2025126,No,No,No,Cereals
4042,1131,30.8831955,1.2005239,No,No,No,Fruits
4047,1141,31.65216,0.8987103,Yes,Yes,No,Cereals
4050,1234,30.0945009,0.2625267,No,No,No,Fruits
4051,1229,30.097881,0.2634661,No,No,No,Roots and tubers
4052,1530,30.2484604,0.6376553,No,No,No,"Other crops (e.g., rubber)"
4053,1538,30.2494375,0.6351743,No,No,No,Fruits
4054,1558,30.2489667,0.6286544,No,No,No,Fruits
4055,1313,30.1009653,0.2527504,No,No,No,Cereals
4059,154,21.2339068,-34.1493735,No,No,No,Fodder plants
4060,145,21.2355738,-34.1520902,No,No,No,Cereals
4061,181,21.2318072,-34.1399049,No,No,Yes,Fodder plants
4062,117,21.2474877,-34.1513537,No,No,Yes,Fodder plants
4070,64,22.2940349,-34.0485101,No,No,No,Oilcrops
4071,64,22.2940471,-34.0484526,No,No,Yes,Cereals
4072,317,20.7057901,-34.1218798,No,No,No,Oilcrops
4073,342,20.695515,-34.1219149,No,No,No,Cereals
4074,338,20.7024777,-34.1299804,No,No,No,Cereals
4075,317,20.7042534,-34.1310268,No,No,No,Cereals
4076,222,20.75983,-34.1900845,No,No,Yes,Oilcrops
4077,274,20.7567793,-34.1900026,No,No,Yes,Cereals
4078,258,20.7592051,-34.1770762,No,No,Yes,Cereals
4079,275,20.7582678,-34.1802322,No,No,Yes,Cereals
4080,286,19.7563773,-33.8759639,No,Yes,Yes,Fruits
4081,314,19.7664251,-33.8708507,No,Yes,Yes,Fruits
4082,281,19.9199968,-34.3589712,No,No,Yes,Oilcrops
4083,254,19.9191906,-34.3640273,No,No,Yes,Oilcrops
4084,251,19.9166639,-34.3634283,No,No,Yes,Oilcrops
4085,268,19.9153626,-34.3612607,No,No,Yes,Oilcrops
4090,1602,29.8891202,-25.466391,No,No,No,Cereals
4101,1061,29.5651264,-25.2034752,No,No,Yes,Cereals
4105,1590,29.8907046,-25.4680607,No,No,No,Cereals
4107,515,30.6208924,-24.3777758,No,No,No,Vegetables
4115,918,28.5469376,-23.4791953,No,No,No,Fodder plants
4117,929,28.5414963,-23.4822243,No,No,Yes,Cereals
4118,931,28.5389301,-23.4832942,No,No,Yes,Cereals
4123,994,29.1733083,-24.4263467,No,No,Yes,Oilcrops
4124,997,29.1758814,-24.4234884,No,No,Yes,Cereals
4125,998,29.1748614,-24.4210077,No,No,Yes,Oilcrops
4126,989,29.1788434,-24.4252611,No,No,Yes,Cereals
4127,1005,27.8354982,-15.3991732,No,No,Yes,Cereals
4128,1011,27.8374243,-15.3995967,No,No,No,Cereals
4129,1005,27.8289198,-15.4005099,No,No,No,Cereals
4130,999,27.8198506,-15.391995,No,No,No,Cereals
4131,976,29.0644325,-15.2167729,No,No,Yes,Cereals
4135,1060,28.759806,-15.5413805,No,No,No,Cereals
4138,1045,28.773607,-15.5441483,No,No,No,Cereals
4144,2109,27.800448,-29.5128276,No,No,No,Fodder plants
4145,2153,27.8035459,-29.5149941,No,No,Yes,Fodder plants
4146,2121,27.7968532,-29.5147422,No,No,No,Cereals
4150,1869,27.8679743,-29.3269359,No,No,No,Cereals
4151,1555,27.6080403,-30.4009357,No,No,No,Cereals
4153,1445,27.5989867,-30.3882133,No,No,No,Fodder plants
4155,299,5.8668569,13.5012406,No,Yes,No,Cereals
4156,299,5.8576808,13.498657,No,No,No,Cereals
4157,295,5.8511352,13.5056362,No,No,No,Cereals
4158,286,5.858898,13.4892288,No,No,No,Cereals
4159,266,5.4235472,13.1269394,No,No,No,Cereals
4160,296,5.4222998,13.1238165,No,No,No,Cereals
4161,290,5.4251353,13.1222551,No,No,No,Cereals
4162,284,5.4128244,13.122448,No,No,No,Cereals
4163,256,4.4325837,13.2830754,No,No,No,Cereals
4164,263,4.4294092,13.2861612,No,No,No,Cereals
4165,274,4.4253865,13.2910811,No,No,No,Cereals
4166,273,4.4257683,13.2784417,No,No,No,Cereals
4168,277,4.8218685,13.2620575,No,No,No,Cereals
4172,341,5.456506,12.8577766,No,No,No,Cereals
4174,349,5.4557743,12.8490388,No,No,No,Cereals
4175,302,5.4698788,12.5433168,No,No,No,Cereals
4176,306,5.474368,12.5384672,No,No,No,Cereals
4178,308,5.4767767,12.5406039,No,No,No,Cereals
4181,1316,44.0444905,9.4301159,No,No,Yes,Cereals
4182,1317,44.0483631,9.4369225,No,No,No,Cereals
4183,1272,44.0760786,9.4001496,No,Yes,No,Cereals
4185,1279,44.0701197,9.4006617,No,Yes,No,Cereals
4189,1200,44.2173138,9.403331,No,No,No,Cereals
4190,1197,44.2183399,9.4018408,No,No,No,Cereals
4196,1626,43.3411469,9.7280122,No,No,No,Cereals
4198,1653,43.3262878,9.7217088,No,No,No,Cereals
4200,1592,43.4201616,9.7451191,No,No,No,Cereals
4203,1538,43.5811768,9.6453499,No,No,No,Cereals
4204,1524,43.5887036,9.6516541,No,No,No,Cereals
4206,1528,43.5777003,9.6498628,No,Yes,No,Cereals
4207,1547,43.5515066,9.6327593,No,No,No,Cereals
4209,1552,43.5495147,9.6283324,No,Yes,No,"Other crops (e.g., rubber)"
4210,1545,43.5425454,9.636426,No,No,No,Cereals
4224,1569,43.4912124,9.6750308,No,No,No,Cereals
4225,1561,43.4920865,9.6732403,No,No,No,Cereals
4227,1563,43.4948415,9.674129,No,Yes,No,Cereals
4228,1538,43.3762654,9.6022586,No,No,No,Cereals
4229,1534,43.3801444,9.6076893,No,No,No,Cereals
4230,1531,43.3918921,9.605027,No,No,No,Cereals
4231,1530,43.3928556,9.6067508,No,Yes,No,Cereals
4233,1479,43.4842751,9.430682,No,No,No,Cereals
4234,1477,43.4915162,9.4288779,No,Yes,No,Cereals
4237,1452,43.7424677,9.5088961,No,Yes,No,Cereals
4238,1459,43.745036,9.5070368,No,No,No,Cereals
4265,1312,29.814326,-28.0128211,No,No,No,Cereals
4266,1309,29.8043745,-28.0014698,No,No,No,Cereals
4267,1313,29.8131617,-28.0133126,No,No,No,Cereals
4268,1321,29.8039765,-28.004372,No,No,No,Cereals
4314,1080,33.5512423,1.481218,No,Yes,No,Cereals
4319,1054,34.0952469,2.0115125,No,No,No,Fodder plants
4320,1063,34.046677,2.1960017,No,Yes,Yes,Roots and tubers
4324,1069,33.9453731,2.1072814,No,Yes,No,Fodder plants
4325,1080,33.9391726,2.10574,No,Yes,No,Cereals
4326,1076,33.9442362,2.1148464,No,Yes,No,Fodder plants
4331,1091,33.5418449,2.1237754,No,Yes,No,Roots and tubers
4332,1096,33.5404996,2.1171618,Yes,Yes,No,Roots and tubers
4333,1098,33.5368018,2.1226155,No,Yes,No,Oilcrops
4334,1037,33.1001796,1.7585852,No,Yes,No,Roots and tubers
4335,1035,33.1072056,1.7581693,No,Yes,Yes,Cereals
4336,1053,33.1098419,1.7672354,No,Yes,No,Roots and tubers
4337,1043,32.9773134,1.9896393,No,Yes,No,Cereals
4338,1037,32.978232,1.9848067,No,Yes,No,Cereals
4339,1031,32.9796734,1.9843899,No,Yes,No,Cereals
4340,1030,32.9818023,1.984079,No,Yes,No,Cereals
4341,1081,33.0253169,2.2124437,No,Yes,No,Fibre crops
4343,1091,33.030746,2.2138317,No,Yes,No,Roots and tubers
4344,1098,33.03326,2.2181533,No,Yes,No,Cereals
4345,1096,33.22988,2.2797283,No,Yes,No,Oilcrops
4346,1098,33.2321606,2.2835548,No,Yes,No,Roots and tubers
4347,1087,33.2255583,2.2866567,No,Yes,No,Oilcrops
4348,1085,33.2351527,2.2955319,No,Yes,No,Cereals
4349,72,8.9637097,33.4973748,No,No,No,Fruits
4350,73,8.973129,33.4960301,No,No,Yes,Fruits
4351,70,8.9590377,33.4871968,Yes,No,Yes,Fruits
4352,71,8.9706804,33.4892363,No,No,Yes,Fruits
4354,50,8.71585,33.4727867,Yes,No,No,Fruits
4357,60,7.3309217,8.2085644,No,No,No,Cereals
4358,64,7.3284449,8.2104677,No,No,No,Cereals
4359,-59,7.3265952,8.2133339,No,No,No,Roots and tubers
4360,88,7.3239417,8.218788,No,No,No,Cereals
4361,549,8.4613405,9.2528253,No,No,No,Cereals
4362,542,8.4600058,9.2568375,No,No,No,Cereals
4363,534,8.461242,9.2591496,No,No,No,Roots and tubers
4364,575,8.4643162,9.2559244,No,No,No,Cereals
4365,426,7.3447168,8.6872911,No,No,No,Cereals
4366,400,7.3360864,8.6843515,No,No,No,Cereals
4367,400,7.3320823,8.6836238,No,No,No,Cereals
4368,371,7.9270248,8.5352599,No,No,No,Cereals
4369,342,7.9345893,8.538166,No,No,No,Cereals
4370,359,7.9334339,8.5332058,No,No,No,Cereals
4371,357,7.9379323,8.5365173,No,No,No,Cereals
4372,437,7.8131268,9.2847018,No,No,No,Cereals
4373,447,7.8123121,9.28839,No,No,No,Cereals
4374,425,7.8179508,9.291937,No,No,No,Cereals
4375,449,7.8207247,9.2897953,No,No,No,Cereals
4376,386,6.9060661,9.5490996,No,No,No,Cereals
4377,407,6.9009281,9.5365881,No,No,No,Cereals
4378,390,6.9044882,9.5453681,No,No,No,Cereals
4379,401,6.9059277,9.5462573,No,No,No,Cereals
4380,401,7.0058073,9.5673977,No,No,No,Cereals
4381,534,7.0054882,9.5656672,No,No,No,Cereals
4382,545,7.0044586,9.5712873,No,No,No,Cereals
4383,549,7.0034299,9.5735309,No,No,No,Cereals
4384,479,7.3579473,8.7597381,No,No,No,Cereals
4385,397,7.3243741,8.6837526,No,No,No,Cereals
4386,523,7.356368,8.7618799,No,No,No,Cereals
4387,530,7.3634622,8.7627674,No,No,No,Cereals
4388,245,6.4850937,9.2289485,No,No,No,Cereals
4389,248,6.4953273,9.2302125,No,No,No,Cereals
4390,235,6.495523,9.233168,No,No,No,Cereals
4391,273,6.4855012,9.2218682,No,No,No,Cereals
4392,390,7.5845077,7.3869495,No,No,No,Fruits
4393,374,7.5814747,7.3873899,No,No,No,Roots and tubers
4394,454,7.583548,7.3942718,No,No,No,Fruits
4395,411,7.5751496,7.3811351,No,No,No,Fruits
4396,232,9.0375392,7.0274896,No,No,No,Fruits
4397,210,9.0298653,7.037982,No,No,No,Fruits
4398,245,9.0338295,7.0369131,No,No,No,Roots and tubers
4399,219,9.0322573,7.0346597,No,No,No,Fruits
4400,163,9.464057,7.3271681,No,No,No,Roots and tubers
4401,152,9.4709462,7.3353483,No,No,No,Roots and tubers
4402,143,9.4736387,7.3433639,No,No,No,Roots and tubers
4403,128,9.4637936,7.3330031,No,No,No,Roots and tubers
4404,84,8.2220443,7.8876618,No,No,No,Cereals
4405,103,8.2145123,7.8901877,No,No,No,Cereals
4406,107,8.2390382,7.8811052,No,No,No,Cereals
4407,63,8.2452527,7.8779302,No,No,No,Cereals
4408,116,8.3974454,7.8616312,No,No,No,Cereals
4409,103,8.3990985,7.8514384,No,No,No,Cereals
4410,100,8.4009806,7.8414925,No,No,No,Cereals
4411,116,8.4086417,7.8262166,No,No,No,Cereals
4412,116,8.7005188,7.9917367,No,No,No,Roots and tubers
4413,126,8.6993507,7.9927494,No,No,No,Roots and tubers
4414,132,8.7047301,7.992634,No,No,No,Roots and tubers
4415,118,8.6982797,7.9896614,No,No,No,Roots and tubers
4416,215,8.6884196,8.7394855,No,No,No,Roots and tubers
4417,209,8.6852644,8.7333481,No,No,No,Cereals
4418,228,8.6857953,8.732301,No,No,No,Cereals
4419,238,8.695557,8.7373629,No,No,No,Roots and tubers
4420,949,8.9567081,9.9865799,No,No,No,Cereals
4422,969,8.9505553,9.9832329,No,No,No,Cereals
4423,972,8.9484448,9.9811029,No,No,No,Cereals
4424,975,9.2212271,9.7393105,No,No,No,Cereals
4425,943,9.2237606,9.7395931,No,No,No,Cereals
4426,957,9.2252328,9.7426699,No,No,No,Cereals
4427,942,9.2267789,9.74338,No,No,No,Cereals
4428,967,9.4694598,9.3502101,No,No,No,Cereals
4429,908,9.4717798,9.3449852,No,No,No,Cereals
4430,841,9.4759188,9.3503166,No,No,No,Cereals
4431,895,9.4796408,9.3537697,No,No,No,Cereals
4432,842,10.0056766,9.5920688,No,No,No,Cereals
4433,842,10.0100115,9.5870793,No,No,No,Cereals
4434,846,10.0003895,9.5941273,No,No,No,Cereals
4435,847,9.99334,9.5969852,No,No,No,Cereals
4436,671,9.606843,9.6777762,No,No,No,Cereals
4437,676,9.608897,9.6790553,No,No,No,Cereals
4438,719,9.6102968,9.6647921,No,No,No,Cereals
4439,657,9.6120891,9.6721995,No,No,No,Cereals
4440,421,9.7394595,9.4703149,No,No,No,Cereals
4441,469,9.7387845,9.4754893,No,No,No,Cereals
4442,516,9.7401174,9.4808242,No,No,No,Cereals
4443,484,9.7370399,9.4670161,No,No,No,Cereals
4444,286,9.1189247,8.9079875,No,No,No,Cereals
4445,288,9.1210021,8.9128712,No,No,No,Cereals
4446,327,9.1210582,8.9187685,No,No,No,Roots and tubers
4447,319,9.1215735,8.9203669,No,No,No,Roots and tubers
4448,1097,9.2557725,9.2343625,No,No,No,Cereals
4449,1112,9.2529925,9.2338995,No,No,No,Cereals
4450,1171,9.2511807,9.2393513,No,No,No,Cereals
4451,1092,9.2482336,9.2488921,No,No,No,Cereals
4452,1577,27.476392,-30.0991685,No,Yes,Yes,Cereals
4454,1546,27.4739467,-30.1031433,No,Yes,No,Cereals
4456,1621,27.1857899,-29.6484168,No,Yes,Yes,Cereals
4457,1631,27.1861911,-29.6511762,Yes,Yes,Yes,Fodder plants
4458,1625,27.1744687,-29.6590446,No,Yes,No,Cereals
4461,1797,27.4359227,-29.8489408,No,No,Yes,Cereals
4465,1624,27.4868607,-29.4278322,No,No,No,"Other crops (e.g., rubber)"
4470,1724,28.2010318,-28.741314,No,No,Yes,"Other crops (e.g., rubber)"
4484,1286,31.3475383,-10.2708594,No,No,No,Cereals
4485,1288,31.3477009,-10.277224,No,No,No,Cereals
4491,1331,31.5163122,-9.9089476,No,No,Yes,Cereals
4493,1218,31.9105036,-9.7532293,No,No,Yes,Roots and tubers
4495,1214,31.9126614,-9.7475838,No,No,Yes,Roots and tubers
4499,1419,30.979812,-9.8448432,No,No,No,Pulses
4504,1380,30.3322058,-10.1342642,No,No,Yes,Cereals
4505,1369,30.3331907,-10.1332224,No,No,No,Pulses
4509,1423,29.9966577,-10.1574982,No,No,Yes,Roots and tubers
4513,1534,30.4283835,-9.9367919,No,No,Yes,Oilcrops
4527,1470,30.8482314,-9.6640838,No,No,No,Cereals
4528,1415,30.8509839,-9.6523456,No,No,No,Cereals
4529,1422,30.8523852,-9.655574,No,No,Yes,Pulses
4543,1516,31.2800164,-9.2712082,No,No,No,Pulses
4546,1712,31.3912393,-9.0015454,No,No,No,Cereals
4555,1414,31.7554902,-9.244147,No,No,No,Pulses
4559,1464,31.9136328,-9.1883703,No,No,No,Cereals
4564,1190,29.4406848,-12.3086008,No,No,No,Cereals
4565,1143,29.4426797,-12.2988176,No,No,No,Cereals
4566,1168,29.4386152,-12.2956186,No,No,No,Cereals
4567,1176,29.426995,-12.2981708,No,No,No,Roots and tubers
4575,1200,29.4605743,-11.4089485,No,No,Yes,Cereals
4576,1222,29.2085591,-11.1232057,No,No,Yes,Roots and tubers
4586,1228,29.03801,-11.4915484,No,No,No,Roots and tubers
4587,1276,29.0418049,-11.4908176,No,No,Yes,Roots and tubers
4594,1308,29.2447336,-10.474288,No,No,Yes,Roots and tubers
4596,1239,29.222878,-10.3538281,No,No,No,Cereals
4599,1280,29.2555113,-10.4608083,No,No,No,Cereals
4600,1236,29.3032091,-10.7041819,No,No,Yes,Cereals
4606,1213,29.5974695,-10.645018,No,No,Yes,Roots and tubers
4607,1197,29.6017341,-10.6423947,No,No,Yes,Roots and tubers
4609,938,28.6690433,-10.316089,No,No,No,Cereals
4610,938,28.67032,-10.3161818,No,No,No,Cereals
4611,632,28.666688,-10.3151532,No,No,No,Cereals
4612,923,28.6825349,-10.3017544,No,No,Yes,Vegetables
4620,1218,29.3773775,-9.8576978,No,No,Yes,Cereals
4621,1199,29.3758994,-9.8547982,No,No,Yes,Cereals
4632,981,29.8054463,-8.420655,No,No,Yes,Roots and tubers
4633,959,29.8083086,-8.4273925,No,No,Yes,Roots and tubers
4634,954,29.8103691,-8.4155242,No,No,No,Cereals
4635,947,29.8125353,-8.4173567,No,No,No,Cereals
4677,1237,31.829565,-10.537435,No,No,Yes,Roots and tubers
4684,1246,32.2277767,-10.2857217,No,No,Yes,Cereals
4686,1255,32.237912,-10.2851884,No,No,Yes,Roots and tubers
4687,1254,32.24144,-10.28862,No,No,Yes,Roots and tubers
4692,1245,32.6289418,-10.0598861,No,No,Yes,Cereals
4695,1153,32.8114563,-9.8955849,No,No,Yes,Oilcrops
4703,1268,32.6328817,-10.05776,No,No,Yes,Cereals
4709,181,3.914759,12.2467874,No,No,No,Cereals
4710,182,3.9179417,12.23938,No,No,No,Cereals
4711,204,3.9162603,12.2374107,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4712,240,4.4919917,11.552805,No,No,No,Cereals
4713,240,4.478875,11.5516883,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4714,244,4.4823066,11.5611444,No,No,No,Cereals
4715,245,4.4779833,11.5626349,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4717,222,4.0222071,11.1182492,No,No,No,Cereals
4718,225,4.0303404,11.1188054,No,No,No,Cereals
4719,219,4.0328991,11.1255502,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4720,151,4.298095,11.277055,No,No,Yes,Cereals
4721,149,4.3162083,11.267535,No,No,No,Cereals
4722,150,4.3134352,11.2762413,No,No,No,Cereals
4724,213,4.8392246,10.7937198,No,No,No,Cereals
4725,212,4.8367562,10.7807551,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4726,211,4.8434135,10.7843289,No,No,No,Cereals
4727,240,4.7488412,11.404684,No,No,No,Cereals
4728,240,4.76173,11.4023167,No,No,No,Cereals
4730,231,4.7490406,11.40093,No,No,No,Cereals
4731,211,4.8479883,10.7848483,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4732,228,4.7884018,13.0286993,No,No,No,Cereals
4733,222,4.7884358,13.029681,No,No,Yes,Cereals
4735,238,4.7749915,13.0323361,No,No,No,Cereals
4745,1119,31.0474546,-28.0088846,No,No,No,Fibre crops
4746,1115,31.0493849,-28.0114076,No,No,No,Fodder plants
4782,246,31.5035663,-29.1861908,No,No,No,Cereals
4783,114,31.5054561,-29.1879313,No,No,No,"Other crops (e.g., rubber)"
4784,117,31.5144459,-29.1872738,No,No,No,"Other crops (e.g., rubber)"
4786,1216,34.0638984,0.1970222,No,No,Yes,Roots and tubers
4787,1235,34.0635024,0.2034276,No,No,Yes,Roots and tubers
4788,1230,34.0675527,0.2081904,No,No,Yes,Roots and tubers
4789,1218,34.0752743,0.203045,No,No,Yes,Roots and tubers
4790,1171,34.1187957,0.4094155,No,No,Yes,Roots and tubers
4791,1172,34.1247942,0.4233749,No,No,Yes,Cereals
4792,1165,34.1259956,0.4249472,No,No,Yes,Cereals
4794,1557,34.5044458,0.7452731,No,No,Yes,Cereals
4795,1595,34.5017103,0.7427195,No,Yes,Yes,Fruits
4796,1648,34.5077024,0.7359659,No,Yes,Yes,Fruits
4797,1618,34.5028322,0.7328078,No,No,Yes,Cereals
4798,1398,34.5703325,0.5533547,No,No,Yes,Cereals
4799,1393,34.5665143,0.5610236,No,No,Yes,Cereals
4800,1408,34.5797141,0.5646186,No,No,Yes,Cereals
4801,1423,34.5779542,0.5709461,No,No,No,Cereals
4802,1301,34.49101,0.4001707,No,No,Yes,Cereals
4803,1302,34.4895652,0.4047623,No,No,Yes,Cereals
4804,1294,34.4884388,0.407061,No,No,No,Cereals
4805,1297,34.4805078,0.3955713,No,No,Yes,Cereals
4806,1325,34.5448075,0.333355,No,No,Yes,Cereals
4807,1344,34.5423537,0.3314649,No,No,No,Cereals
4808,1365,34.5401499,0.3303438,No,No,No,Cereals
4809,1332,34.5425116,0.3195815,No,No,Yes,Cereals
4810,1619,34.7973437,0.0997092,No,No,Yes,Cereals
4811,1658,34.8111186,0.089561,No,No,Yes,Cereals
4812,1672,34.8074276,0.0931909,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4813,1623,34.8104064,0.1028433,No,No,No,Fodder plants
4814,170,0.9453365,10.6535965,No,No,Yes,Cereals
4815,184,0.9423723,10.65832,No,No,Yes,Cereals
4817,180,0.9503435,10.6553448,No,No,Yes,Cereals
4819,216,1.1083516,10.2639081,No,No,Yes,Pulses
4820,194,1.1081425,10.2723481,No,No,Yes,Cereals
4821,192,1.1005959,10.26691,No,No,Yes,Cereals
4826,644,1.5709867,10.3038883,No,No,Yes,Cereals
4828,622,1.580118,10.3016027,No,No,Yes,Cereals
4829,617,1.5843572,10.2955262,No,No,Yes,Cereals
4834,359,1.86221,10.70663,No,No,Yes,Oilcrops
4835,343,1.8716283,10.7120767,No,No,Yes,Cereals
4836,350,1.8719178,10.7164674,No,No,Yes,Cereals
4837,366,1.86218,10.7212233,No,No,Yes,Cereals
4838,328,2.25009,11.11124,No,No,Yes,Cereals
4839,308,2.2611152,11.1097936,No,No,Yes,Oilcrops
4841,329,2.2523094,11.1038682,No,No,Yes,Fibre crops
4842,454,1.6745507,10.0230879,No,No,Yes,Roots and tubers
4843,446,1.6822841,10.0342025,No,No,Yes,Roots and tubers
4844,433,1.6806733,10.0370783,No,No,Yes,Cereals
4845,412,1.6192084,10.1151885,No,No,Yes,Cereals
4846,392,1.6176273,10.1274665,No,No,Yes,Cereals
4848,347,2.28013,10.2682967,No,No,Yes,Fibre crops
4849,359,2.273345,10.2656033,No,No,Yes,Fibre crops
4851,369,2.26659,10.2680217,No,No,Yes,Cereals
4852,406,2.2330183,10.121115,No,No,Yes,Cereals
4853,396,2.2316117,10.1141417,No,No,Yes,Cereals
4854,398,2.2275599,10.1268532,No,No,Yes,Cereals
4855,411,2.2360054,10.1267298,No,No,Yes,Pulses
4856,428,1.9731749,10.1588405,No,No,Yes,Pulses
4857,429,1.9751567,10.1569533,No,No,Yes,Pulses
4860,338,1.9525203,9.716868,No,No,Yes,Roots and tubers
4861,353,1.9534038,9.7171422,No,No,Yes,Pulses
4862,363,1.9614853,9.72572,No,No,Yes,Cereals
4863,346,1.9507057,9.728683,No,No,Yes,Cereals
4864,415,1.6033403,9.4382557,No,No,Yes,Oilcrops
4865,407,1.6006829,9.43399,No,No,Yes,Pulses
4866,396,1.5925351,9.4328716,No,No,Yes,Pulses
4867,399,1.591309,9.4362333,No,No,Yes,Cereals
4868,344,2.1362349,9.8836884,No,No,Yes,Cereals
4869,359,2.1373368,9.8888957,No,No,Yes,Cereals
4870,356,2.1409987,9.8951857,No,No,Yes,Cereals
4873,408,1.6127629,10.1231479,No,No,Yes,Cereals
4874,243,3.1437493,11.2638422,No,No,No,Cereals
4875,243,3.1346696,11.2669149,No,No,No,Cereals
4876,320,3.4731261,11.0512273,No,No,No,Pulses
4877,317,3.4710706,11.0625351,No,No,No,Cereals
4878,337,3.1295911,11.2775546,No,No,No,Fibre crops
4879,307,2.7380982,11.0986528,No,No,No,Cereals
4880,308,2.7376951,11.0925592,No,No,No,Fibre crops
4881,305,2.7375926,11.0871017,No,Yes,No,Cereals
4882,326,2.7316105,11.0986968,No,No,No,Cereals
4883,321,2.881644,10.9159406,No,No,No,Cereals
4884,335,2.8760964,10.9154554,No,No,No,Cereals
4885,342,2.8705006,10.9115548,No,No,No,Cereals
4886,341,2.8728843,10.9031593,No,No,No,Cereals
4887,356,2.7506497,10.728804,No,No,No,Pulses
4888,364,2.7462395,10.7259496,No,Yes,No,Cereals
4889,368,2.7412939,10.724152,No,No,No,Pulses
4890,370,2.7405556,10.7253304,No,No,No,Cereals
4891,313,3.135195,11.2677092,No,No,No,Cereals
4892,318,3.462355,11.055918,No,No,No,Cereals
4893,312,3.4689211,11.0546273,No,No,No,Cereals
4894,346,3.6844752,10.6709077,No,No,No,Cereals
4895,355,3.6840948,10.6740533,No,No,No,Cereals
4896,355,3.6840949,10.6740542,No,No,No,Cereals
4897,367,3.6742625,10.685637,No,No,No,Cereals
4898,343,2.8690412,10.4621271,No,No,No,Fibre crops
4899,367,2.8571365,10.4551028,No,No,No,Roots and tubers
4900,341,2.8533349,10.4613377,No,No,No,Pulses
4901,342,2.8525048,10.4631458,No,No,No,Pulses
4902,312,2.9151576,10.413464,No,No,No,Cereals
4903,321,2.9153171,10.4140498,No,No,No,Pulses
4905,329,2.9200796,10.4107492,No,No,No,Pulses
4906,410,2.8695426,10.1622463,No,No,No,Fibre crops
4907,419,2.8761162,10.1630739,No,No,No,Pulses
4908,400,2.8603898,10.1530505,No,No,No,Pulses
4909,428,2.8631178,10.1507909,No,No,No,Pulses
4910,404,3.2660759,10.3792944,No,No,No,Pulses
4911,402,3.268144,10.3780873,No,No,No,Fibre crops
4912,392,3.2757355,10.3759103,No,No,No,Pulses
4913,398,3.2627135,10.3656594,No,No,No,Pulses
4914,361,3.3909825,10.2359389,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4915,371,3.3956123,10.2330864,No,No,No,Pulses
4916,363,3.3966419,10.2283432,No,Yes,No,Cereals
4917,355,3.3908937,10.2190088,No,No,No,Cereals
4918,511,3.2183923,9.8252168,No,No,No,Pulses
4919,466,3.2296154,9.8348625,No,No,No,Pulses
4920,469,3.2209846,9.8415118,No,Yes,No,Cereals
4921,485,3.2155946,9.8389108,No,No,No,Pulses
4922,467,3.0860974,9.7883188,No,No,No,Pulses
4923,480,3.0773628,9.7908843,No,No,No,Roots and tubers
4924,468,3.0761713,9.7966135,No,Yes,No,Cereals
4926,1534,29.8779733,-1.920105,No,No,No,Pulses
4927,1595,29.8795192,-1.9135657,No,No,Yes,Vegetables
4928,1561,30.1971709,-1.8847769,No,No,No,Roots and tubers
4929,1702,30.2026383,-1.8779183,No,No,No,Roots and tubers
4930,1716,30.1861683,-1.8843033,No,No,Yes,Cereals
4931,1554,30.1956633,-1.887825,No,Yes,No,Cereals
4932,1579,30.2768913,-2.0247176,No,No,No,Cereals
4933,1527,30.2769472,-2.0286905,No,No,No,Roots and tubers
4934,1605,30.2852525,-2.024005,No,No,No,Roots and tubers
4935,1571,30.2895239,-2.0166698,No,No,No,Roots and tubers
4936,1660,29.8699867,-1.9255783,No,No,No,Roots and tubers
4937,1663,29.8699683,-1.9250467,No,No,No,Roots and tubers
