,altitude,longitude,latitude,srf_salt,srf_crust,bare_soil,crop_type
3444,1250,29.9181646,-12.8963206,No,No,Yes,Roots and tubers
3451,1271,29.4784,-14.1290683,No,No,No,Oilcrops
3452,1250,29.4719083,-14.1371967,No,No,No,Oilcrops
3454,1274,29.3098853,-14.0924289,No,No,No,Oilcrops
3455,1264,29.303625,-14.09962,No,No,No,Cereals
3456,1253,29.2971279,-14.0898473,No,No,No,Oilcrops
3461,1432,30.4178035,-12.813117,No,No,No,Oilcrops
3463,1441,29.7459278,-13.7390894,No,No,No,Roots and tubers
3464,1446,29.7448922,-13.7402355,No,No,No,Oilcrops
3465,1273,29.3891582,-13.488377,No,No,No,Cereals
3468,1181,29.4707583,-14.3644867,No,No,No,Oilcrops
3469,1423,29.7559551,-13.746922,No,No,No,Oilcrops
3470,1257,29.39557,-13.4924767,No,No,No,Roots and tubers
3474,1181,29.1082751,-13.8313231,No,No,No,Cereals
3475,1178,29.1084033,-13.8372133,No,No,No,Cereals
3476,1126,32.0258207,-2.7101451,No,No,No,Vegetables
3477,1119,32.0137483,-2.6988905,No,No,No,Cereals
3478,1125,32.0199586,-2.7048758,No,No,No,Vegetables
3479,1118,32.0245877,-2.7089607,No,No,Yes,Roots and tubers
3480,1180,32.6210166,-3.0156014,No,No,No,Cereals
3482,1190,32.6098596,-3.0126422,No,No,No,Roots and tubers
3484,1124,32.7248324,-3.3143966,No,No,No,Roots and tubers
3485,1129,32.7268085,-3.3112461,No,No,No,Roots and tubers
3486,1125,32.7286101,-3.3238779,No,No,No,Roots and tubers
3489,1194,32.5188867,-3.4790497,No,No,Yes,Roots and tubers
3490,1214,32.5151408,-3.485563,No,No,Yes,Cereals
3492,1233,32.4148218,-3.2644912,No,No,No,Cereals
3493,1231,32.4121766,-3.2689488,No,No,Yes,Roots and tubers
3494,1248,32.4119664,-3.2700189,No,No,No,Roots and tubers
3495,1245,32.4131934,-3.2719333,No,No,No,Vegetables
3496,1248,32.1482404,-3.291191,No,No,No,Cereals
3498,1216,32.1487581,-3.2784963,No,No,No,Roots and tubers
3499,1226,32.1507934,-3.2875809,No,No,No,Cereals
3500,1191,31.9233695,-3.3909708,No,No,Yes,Roots and tubers
3501,1195,31.9195744,-3.3961825,No,No,Yes,Fodder plants
3502,1205,31.9160833,-3.385669,No,No,No,Roots and tubers
3503,1206,31.9168555,-3.382074,No,No,No,Cereals
3504,1188,32.550711,-2.7616638,No,No,No,Fibre crops
3505,1191,32.5585054,-2.7590252,No,No,Yes,Fibre crops
3506,1181,32.5573247,-2.7663254,No,No,Yes,Fibre crops
3507,1170,32.556309,-2.7693193,No,No,Yes,Pulses
3508,1326,32.3582906,-2.5678563,No,No,No,Roots and tubers
3509,1366,32.3536054,-2.5711765,No,No,No,Roots and tubers
3510,1266,32.3664215,-2.5581843,No,No,No,Cereals
3511,1287,32.3630046,-2.5611634,No,No,Yes,Roots and tubers
3512,1233,32.2930064,-3.8207925,No,No,No,Roots and tubers
3513,1220,32.2986521,-3.8157537,No,Yes,Yes,Cereals
3514,1224,32.299057,-3.8166686,No,No,No,Cereals
3515,1175,32.8936497,-3.8772046,No,No,Yes,Cereals
3516,1218,32.2963215,-3.8237198,No,No,No,Cereals
3517,1194,32.2997505,-3.8284856,No,No,Yes,Fibre crops
3518,1147,32.3107364,-4.0615441,No,No,No,Fibre crops
3519,1124,32.3047571,-4.0620123,No,No,Yes,Cereals
3520,1123,32.3001553,-4.0559925,No,No,No,Cereals
3521,1132,32.3081397,-4.0529484,No,No,No,Cereals
3522,1159,32.9524524,-3.6200954,No,No,No,Cereals
3523,1169,32.9506664,-3.6298232,No,No,No,Roots and tubers
3524,1168,32.9536943,-3.6317392,No,No,Yes,Roots and tubers
3525,1155,32.9385292,-3.6257957,No,No,No,Cereals
3527,1119,32.0247991,-3.7316794,No,No,No,Roots and tubers
3528,1135,32.0230129,-3.740359,No,No,No,Cereals
3529,1123,31.7754259,-2.6800709,No,No,No,Pulses
3530,1113,32.0303114,-3.7235262,No,No,No,Cereals
3531,1119,31.7755471,-2.6791763,No,No,No,Roots and tubers
3532,1183,33.3664156,-3.5143033,Yes,Yes,No,Cereals
3534,1185,33.3566534,-3.5097772,Yes,No,No,Cereals
3535,1194,33.3521007,-3.5222966,No,No,No,Fodder plants
3536,1084,33.7744478,-3.7411171,No,No,Yes,Roots and tubers
3538,1093,33.7788479,-3.7507017,Yes,Yes,No,Fibre crops
3539,1051,33.9946261,-3.830761,Yes,Yes,Yes,Fibre crops
3540,1038,33.9890152,-3.8400137,No,No,No,Cereals
3541,1050,33.989877,-3.8435113,No,No,Yes,Roots and tubers
3542,1042,33.9884822,-3.8420112,No,No,No,Cereals
3543,1086,33.769284,-3.7478222,No,No,Yes,Fodder plants
3544,1189,33.8848397,-3.4148436,No,No,Yes,Cereals
3545,1180,33.8766868,-3.4004102,No,No,No,Fibre crops
3546,1180,33.8866862,-3.4170188,No,No,Yes,Fibre crops
3547,1183,33.8794766,-3.4161481,No,No,Yes,Fodder plants
3548,1169,34.1434024,-3.4573364,No,No,Yes,Fibre crops
3549,1185,34.1509139,-3.4569645,No,No,Yes,Roots and tubers
3550,1173,34.1517533,-3.4627818,No,No,No,Cereals
3551,1183,34.1489526,-3.4703299,No,No,Yes,Roots and tubers
3552,1308,34.0829606,-3.2048391,No,No,Yes,Cereals
3554,1309,34.2089639,-3.1778254,No,No,Yes,Fibre crops
3557,1315,34.099995,-3.209327,No,No,No,Cereals
3559,1054,34.2566823,-3.8025552,No,No,Yes,Cereals
3562,1088,34.267914,-3.8015742,No,No,Yes,Fibre crops
3563,1058,34.2546186,-3.7996317,No,No,Yes,Fibre crops
3566,1266,33.9414589,-3.0802987,No,No,Yes,Cereals
3567,1261,33.9493041,-3.0870677,No,No,No,Cereals
3568,1241,33.7534849,-2.9190617,No,No,No,Cereals
3569,1248,33.7490522,-2.9160642,No,No,No,Fibre crops
3570,1248,33.7403828,-2.9323143,No,No,Yes,Cereals
3571,1269,33.9440081,-3.0782801,No,No,No,Pulses
3572,1244,33.7399857,-2.9183285,No,No,Yes,Cereals
3573,1273,33.9484835,-3.0772615,No,No,Yes,Fibre crops
3574,1197,33.4772257,-3.2850024,No,No,Yes,Fibre crops
3575,1189,33.4744395,-3.284145,No,No,Yes,Cereals
3576,1193,33.4859059,-3.2857451,No,No,Yes,Cereals
3577,1210,33.4880927,-3.2774195,No,No,Yes,Cereals
3578,1152,33.2375428,-3.1881215,No,No,Yes,Cereals
3579,1152,33.2498381,-3.1961277,No,No,No,Cereals
3580,1148,33.2389264,-3.1903986,No,No,Yes,Cereals
3581,1149,33.2434429,-3.1850022,No,No,No,Pulses
3582,1181,33.0914528,-3.1443868,No,Yes,Yes,Pulses
3583,1180,33.0862669,-3.1402704,No,No,Yes,Cereals
3584,1188,33.0794648,-3.1402565,No,No,Yes,Roots and tubers
3585,1205,33.0775037,-3.1471013,No,No,Yes,Cereals
3586,1214,32.9532801,-2.9711123,No,No,Yes,Roots and tubers
3587,1248,32.954016,-2.9770405,No,No,Yes,Roots and tubers
3588,1269,32.9557187,-2.9809474,No,No,Yes,Roots and tubers
3589,1225,32.9495047,-2.9791521,No,No,Yes,Roots and tubers
3590,1323,34.2186521,-3.1758429,No,No,No,Fibre crops
3591,1147,33.069194,-2.4949185,No,No,No,Cereals
3592,1141,33.0784773,-2.487868,No,No,No,Cereals
3593,1145,33.0849619,-2.5001477,No,No,No,Cereals
3594,1142,33.0707603,-2.4891181,No,No,No,Cereals
3595,1232,33.4193621,-2.8065938,No,No,Yes,Roots and tubers
3596,1226,33.4285612,-2.8098713,No,No,No,Cereals
3597,1213,33.4121534,-2.815595,No,No,Yes,Roots and tubers
3598,1233,33.4230812,-2.8122788,No,No,Yes,Cereals
3599,814,34.6813635,-10.3870749,No,No,No,Cereals
3600,896,34.6809576,-10.3750098,No,No,Yes,Cereals
3601,921,34.6799212,-10.3704331,No,No,Yes,Cereals
3602,895,34.6873971,-10.3742142,No,No,Yes,Cereals
3603,701,34.8190072,-10.3948672,No,No,No,Cereals
3604,647,34.8144608,-10.3985433,No,No,No,Cereals
3605,676,34.8094583,-10.4003663,No,No,No,Cereals
3606,722,34.8085478,-10.3956214,No,No,No,Cereals
3607,1731,34.5135391,-9.6467246,No,No,Yes,"Other crops (e.g., rubber)"
3608,1771,34.5093853,-9.6422556,No,No,No,Roots and tubers
3609,1859,34.5161699,-9.6381465,No,No,No,Roots and tubers
3610,1838,34.5165547,-9.6368685,No,No,No,Roots and tubers
3611,1083,35.0793367,-9.864964,No,No,No,Cereals
3613,1082,35.0901955,-9.8567808,No,No,No,Cereals
3614,1127,35.0851062,-9.8532606,No,No,No,Cereals
3615,1608,34.8661299,-9.6922746,No,No,No,Cereals
3616,1673,34.8754515,-9.6894035,No,No,No,Cereals
3617,1582,34.8805866,-9.7022129,No,No,No,"Other crops (e.g., rubber)"
3618,1605,34.8800902,-9.7030769,No,No,No,"Other crops (e.g., rubber)"
3619,2152,34.6938335,-9.5254187,No,No,No,"Other crops (e.g., rubber)"
3620,2120,34.6909224,-9.5222198,No,No,No,"Other crops (e.g., rubber)"
3621,2128,34.6818691,-9.5178609,No,No,No,"Other crops (e.g., rubber)"
3622,2151,34.6919846,-9.5100516,No,No,No,"Other crops (e.g., rubber)"
3623,1800,34.7516005,-9.3203864,No,No,No,Cereals
3624,1842,34.7476506,-9.3175989,No,No,No,Fruits
3625,1902,34.7444647,-9.3162614,No,No,No,"Other crops (e.g., rubber)"
3626,1271,35.334586,-9.1391637,No,No,No,Cereals
3627,1101,35.342618,-9.1364287,No,No,No,Cereals
3628,1025,35.3436974,-9.134753,No,No,No,Cereals
3629,1152,35.3448115,-9.1369524,No,No,No,Cereals
3630,1605,35.1305745,-9.2872809,No,No,No,"Other crops (e.g., rubber)"
3631,1579,35.1288128,-9.2854502,No,No,No,"Other crops (e.g., rubber)"
3632,1582,35.1304478,-9.2914554,No,No,No,"Other crops (e.g., rubber)"
3633,1564,35.1362232,-9.2854418,No,No,No,"Other crops (e.g., rubber)"
3634,2504,34.3198353,-9.2380811,No,No,No,"Other crops (e.g., rubber)"
3635,2510,34.3342827,-9.2256158,No,No,Yes,"Other crops (e.g., rubber)"
3636,2405,34.3322525,-9.223101,No,No,Yes,"Other crops (e.g., rubber)"
3637,2431,34.3347465,-9.221457,No,No,No,"Other crops (e.g., rubber)"
3638,1520,34.5072317,-9.0208728,No,No,No,Cereals
3639,1510,34.5002092,-9.0172369,No,No,Yes,Cereals
3640,1504,34.4938724,-9.0198913,No,No,Yes,Cereals
3641,1486,34.5024672,-9.006607,No,No,No,Cereals
3642,1821,34.7581118,-9.3127405,No,No,No,"Other crops (e.g., rubber)"
3643,1622,34.999546,-8.9166294,No,No,Yes,Cereals
3644,1619,35.0014806,-8.9200715,No,No,No,Cereals
3645,1593,35.0076322,-8.9160508,No,No,No,Cereals
3646,1563,35.0149538,-8.9265193,No,No,No,Cereals
3647,1496,35.1741179,-8.8683831,No,No,No,Cereals
3648,1444,35.1758105,-8.8704996,No,No,No,Cereals
3649,1426,35.1743158,-8.8717554,No,No,No,Cereals
3650,1437,35.1601488,-8.8656683,No,No,No,Cereals
3651,1167,34.4089424,-8.7486642,No,No,Yes,Cereals
3652,1162,34.4189245,-8.7525529,No,No,Yes,Cereals
3653,1140,34.4175453,-8.7388921,No,No,Yes,Cereals
3654,1117,34.4248632,-8.7378914,No,No,Yes,Oilcrops
3655,1857,35.1560162,-8.6718899,No,No,No,Cereals
3656,1871,35.1565613,-8.6719936,No,No,No,Cereals
3657,1907,35.1606806,-8.677966,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
3658,1862,35.1682093,-8.6803308,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
3659,1720,35.6475294,-8.2878065,No,No,No,Cereals
3660,1715,35.6524289,-8.2962073,No,No,No,Cereals
3661,1745,35.6513442,-8.299139,No,No,No,Fruits
3662,1720,35.6566738,-8.2915175,No,No,No,Cereals
3663,1942,35.4009345,-8.3531197,No,No,No,Cereals
3664,1922,35.4003698,-8.3454963,No,No,Yes,Cereals
3665,1886,35.4004171,-8.342289,No,No,Yes,Cereals
3666,1897,35.3988886,-8.3420491,No,No,Yes,Cereals
3667,1658,35.0281891,-8.3275089,No,No,Yes,Cereals
3668,1699,35.0348029,-8.3323161,No,No,No,Cereals
3669,1694,35.0372337,-8.3320735,No,No,Yes,Cereals
3670,1723,35.0363303,-8.3351676,No,No,Yes,Cereals
3671,1160,35.6718354,-8.6387225,No,No,No,Cereals
3672,1037,35.6684256,-8.6415993,No,No,No,Cereals
3673,1025,35.666988,-8.6417971,No,No,No,Cereals
3674,1062,35.6757041,-8.6421433,No,No,No,Cereals
3675,1683,35.9822196,-8.1775186,No,No,Yes,Cereals
3676,1580,35.9711796,-8.1781504,No,No,No,Cereals
3677,1633,35.9678598,-8.1684969,No,No,No,Cereals
3678,1654,35.9773248,-8.1629884,No,No,No,Cereals
3691,244,9.51367666666667,37.0181883333333,No,No,No,Cereals
3692,381,9.52363166666667,37.0071866666667,No,No,Yes,Cereals
3693,252,9.51542833333333,37.012755,No,No,No,Cereals
3694,181,9.50875666666667,37.02356,No,No,Yes,Cereals
3695,322,9.3662717,36.9170433,No,No,Yes,Pulses
3696,294,9.3608667,36.9245683,No,No,Yes,Cereals
3697,284,9.3547593,36.9228641,No,No,Yes,Cereals
3698,324,9.3501583,36.9325817,No,No,Yes,Oilcrops
3700,517,9.46251743464297,36.2701967675489,No,No,Yes,Oilcrops
3701,520,9.46464480166411,36.2733573212307,No,No,Yes,Oilcrops
3702,425,9.4610036111737,36.2878662786827,No,No,Yes,Cereals
3706,30,10.443155,35.91589,No,No,No,Oilcrops
3707,43,10.4511916666667,35.9187366666667,No,No,No,Oilcrops
3708,172,9.8033864,34.7108657,No,No,No,Cereals
3710,177,9.7965218,34.715493,No,No,No,Fodder plants
3712,114,10.584129,34.7550713,No,No,No,Oilcrops
3713,107,10.592945,34.7544883,No,No,No,Oilcrops
3714,97,10.5921599,34.7429749,No,No,No,Oilcrops
3715,104,10.5903463,34.7468962,No,No,Yes,Fruits
3716,663,38.214204,-2.6017428,No,Yes,No,Pulses
3719,650,38.2221203,-2.6068729,No,No,Yes,Cereals
3720,914,37.8415102,-2.2313778,No,Yes,Yes,Pulses
3722,919,37.8309616,-2.2258312,No,Yes,Yes,Pulses
3723,890,37.8419165,-2.2140872,No,No,Yes,Pulses
3724,992,37.7744994,-1.954665,No,Yes,Yes,Pulses
3725,998,37.7774281,-1.9539646,No,Yes,Yes,Pulses
3727,968,37.7795613,-1.9596369,No,Yes,Yes,Pulses
3731,1163,37.556753,-2.0244106,No,No,Yes,Pulses
3732,1743,37.3995358,-1.8213104,No,No,Yes,Vegetables
3733,1752,37.4020112,-1.8229582,No,Yes,No,Fruits
3734,1646,37.4055791,-1.832375,No,Yes,Yes,Cereals
3735,1577,37.4065763,-1.8352574,No,No,Yes,Pulses
3738,871,37.7758246,-0.5079259,No,No,Yes,Pulses
3741,888,37.7943588,-0.2310435,No,No,Yes,Pulses
3742,845,37.7972606,-0.2258193,No,No,Yes,Pulses
3743,889,37.7874667,-0.2201083,No,No,No,Pulses
3745,787,37.9109801,-0.0253365,Yes,No,Yes,Pulses
3746,773,37.9189509,-0.0338,No,No,Yes,Cereals
3758,1099,38.0806225,0.4515933,No,No,Yes,Pulses
3764,2602,37.3467483,0.083085,No,No,Yes,Cereals
3765,2577,37.3455061,0.0852899,No,No,Yes,Cereals
3766,2584,37.3343238,0.0772253,No,No,No,Cereals
3767,2564,37.3309417,0.075285,No,No,Yes,Cereals
3774,1966,36.4396783,0.5360083,No,No,Yes,Cereals
3780,1995,36.4811847,0.1525849,No,No,Yes,Cereals
3781,2037,36.4775583,0.1517654,No,No,Yes,Cereals
3782,2032,36.478525,0.1407583,No,No,Yes,Cereals
3792,1034,38.0737773,-0.9928475,No,Yes,Yes,Pulses
3794,1090,38.0749267,-1.0039,No,No,Yes,Pulses
3796,783,38.1923299,-0.7582837,No,No,No,Pulses
3801,802,37.9738123,-0.7454715,No,No,Yes,Cereals
3802,826,37.9667252,-0.7421545,No,Yes,Yes,Pulses
3803,805,37.9709781,-0.7528431,No,No,Yes,Cereals
3804,891,38.053568,-0.5765421,No,No,Yes,Pulses
3809,618,38.3178694,-0.2633188,No,Yes,Yes,Cereals
3813,764,38.2708686,-1.2013732,No,Yes,Yes,Cereals
3816,1166,37.8276167,-1.577505,No,Yes,Yes,Cereals
3817,1153,37.8302117,-1.5752183,No,Yes,Yes,Pulses
3819,1034,37.8377334,-1.5802672,No,Yes,Yes,Cereals
3820,910,38.1195567,-1.6105367,No,No,Yes,Fruits
3821,910,38.1197206,-1.6059002,No,Yes,Yes,Fruits
3822,937,38.1191619,-1.6036943,No,Yes,Yes,Pulses
3825,937,37.9049162,-1.7325549,No,Yes,Yes,Pulses
3826,982,37.9081902,-1.7361834,No,No,Yes,Pulses
3828,724,38.36498,-1.9270033,No,Yes,Yes,Pulses
3830,683,38.3829933,-1.932015,No,Yes,Yes,Pulses
3834,686,38.1816601,-2.1036848,No,Yes,Yes,Pulses
3837,1808,35.2195583,-0.981278,No,No,No,Cereals
3838,1787,35.2155036,-0.9774186,No,No,Yes,Vegetables
3840,1830,35.115658,-0.6003262,No,No,No,Cereals
3841,1832,35.1182993,-0.6008727,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
3843,1813,35.1055563,-0.6010752,No,No,Yes,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
3844,1737,35.0701527,-0.4112326,No,No,No,Cereals
3845,1749,35.0723436,-0.4076122,No,No,Yes,Fruits
3846,1750,35.0758767,-0.399959,No,No,No,Cereals
3847,1776,35.08232,-0.3999002,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
3848,1750,35.3220499,-0.2609555,No,No,No,Cereals
3849,1710,35.3193587,-0.2559175,No,No,No,Cereals
3850,1729,35.3318831,-0.268277,No,No,No,Cereals
3851,1728,35.3294735,-0.2700608,No,No,No,Cereals
3852,2023,35.0018988,0.325166,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
3853,2040,34.999926,0.3313579,No,No,No,Fodder plants
3854,1980,35.0098947,0.3318509,No,No,No,Cereals
3855,1959,35.0110114,0.3303812,No,No,No,"Other crops (e.g., rubber)"
3856,2104,34.9350926,0.5085876,No,No,No,Cereals
3857,2100,34.9325238,0.5125131,No,No,No,Cereals
3858,2120,34.9271771,0.5077667,No,No,No,Cereals
3859,2049,34.9242537,0.5034633,No,No,No,Fodder plants
3860,1951,35.187145,1.0742617,No,No,No,Cereals
3861,1897,35.1889429,1.080785,No,No,No,Cereals
3862,1892,35.1787096,1.0906232,No,No,No,Cereals
3864,1969,34.8176383,0.9056617,No,No,No,Cereals
3865,1915,34.8221245,0.9099843,No,No,No,Cereals
3866,1920,34.8228129,0.9071322,No,Yes,No,Cereals
3867,1892,34.8289266,0.9116804,No,No,No,Cereals
3868,2004,34.9890918,1.1509673,No,No,No,Cereals
3870,1970,34.9936393,1.1547938,No,No,No,Cereals
3871,2037,34.990609,1.1593943,No,No,No,Cereals
3872,2109,35.3254055,0.6943407,No,No,No,Cereals
3873,2116,35.3299811,0.6945977,No,No,Yes,Cereals
3874,2110,35.3331739,0.6881397,No,No,No,Cereals
3875,2109,35.329589,0.69286,No,No,No,Cereals
3876,2152,35.2870549,0.4216235,No,No,No,Cereals
3877,2132,35.297078,0.4173717,No,No,No,Cereals
3878,2138,35.2890833,0.41587,No,No,No,Cereals
3879,2160,35.2923308,0.4269698,No,No,No,Cereals
3880,141,10.5814649,35.0812641,No,No,No,Fruits
3881,153,10.5774975,35.0677356,No,No,No,Oilcrops
3882,136,10.5850267,35.0821783,No,No,No,Oilcrops
3883,159,10.5761999,35.0701339,No,No,No,Oilcrops
3884,187,10.2002669,33.5305919,No,No,Yes,Fruits
3885,175,10.2036944,33.5329269,No,No,Yes,Fruits
3886,172,10.214329,33.5301804,No,No,Yes,Fruits
3887,182,10.1940531,33.5270656,No,No,No,Fruits
3888,552,-5.3068853,10.812828,No,No,No,Cereals
3889,546,-5.3064074,10.8144805,No,No,No,Cereals
3890,542,-5.309835,10.8177015,No,No,No,Cereals
3892,357,-5.21273,10.6345183,No,No,No,Fruits
3893,370,-5.2168372,10.6338037,No,No,No,Cereals
3894,336,-5.0055417,10.6321833,No,No,No,Cereals
3895,314,-4.9953283,10.6190233,No,No,No,Oilcrops
3896,314,-4.9973768,10.624699,No,No,No,Fruits
3897,305,-4.9925564,10.6319916,No,No,No,Cereals
3898,442,-4.5689883,11.1006881,No,No,No,Fruits
3899,452,-4.5701872,11.1046727,No,No,No,Fruits
3901,456,-4.57673,11.1032367,No,No,No,Fruits
3902,411,-4.7108779,11.0369533,No,No,No,Roots and tubers
3903,409,-4.7138421,11.0331398,No,No,No,Cereals
3904,417,-4.7128,11.0411583,No,No,No,Cereals
3905,415,-4.7111969,11.0418385,No,No,No,Fruits
3906,524,-5.0512973,10.948967,No,No,No,Fruits
3907,505,-5.0447041,10.9468296,No,No,No,Fruits
3909,525,-5.0543333,10.953665,No,No,No,Fruits
3910,537,-4.9657552,10.8660423,No,No,No,Fruits
3911,547,-4.9686338,10.8703582,No,No,No,Fruits
3912,513,-4.9707896,10.8702911,No,No,No,Fruits
3913,492,-4.977641,10.866763,No,No,No,Fruits
3914,416,-4.4061517,11.1371817,No,No,No,Cereals
3915,424,-4.3971883,11.1430267,No,No,No,Cereals
3917,443,-4.3982889,11.1464795,No,No,No,Cereals
3919,370,-4.2692497,11.308735,No,No,Yes,Cereals
3920,380,-4.2633993,11.3019525,No,No,Yes,Cereals
3921,419,-4.134559,11.4223575,No,No,Yes,Cereals
3923,417,-4.1452514,11.4121402,No,No,Yes,Pulses
3924,409,-4.1417267,11.40669,No,No,Yes,Roots and tubers
3925,325,-4.0328683,11.4424146,No,No,Yes,Fruits
3926,408,-4.2714559,11.2970389,No,No,Yes,Fruits
3930,347,-4.4892167,11.5195933,No,No,Yes,Cereals
3931,298,-3.7322873,11.2972625,No,No,Yes,Cereals
3932,300,-3.7398623,11.2973874,No,No,Yes,Cereals
3933,283,-3.748797,11.308091,No,No,Yes,Fibre crops
3934,292,-3.747257,11.3132542,No,No,Yes,Cereals
3935,313,-3.9001583,11.2180467,No,No,Yes,Cereals
3936,303,-3.8991616,11.2213912,No,No,Yes,Cereals
3937,316,-3.8875112,11.2132103,No,No,Yes,Cereals
3938,338,-3.6206797,11.4818206,No,No,Yes,Cereals
3939,338,-3.6155119,11.4822278,No,No,Yes,Cereals
3940,318,-3.6155131,11.4822329,No,No,Yes,Cereals
3941,331,-3.617725,11.4931777,No,No,Yes,Cereals
3942,336,-3.2890278,11.9614239,No,No,Yes,Oilcrops
3943,335,-3.2879933,11.9584752,No,No,Yes,Cereals
3944,323,-3.2852433,11.9478208,No,No,Yes,Fibre crops
3945,317,-3.8847371,11.2148883,No,No,Yes,Cereals
3946,283,-3.1243566,11.4774887,No,No,Yes,Cereals
3947,257,-3.11633,11.4779383,No,No,Yes,Fibre crops
3948,269,-3.1118324,11.4934436,No,No,Yes,Fibre crops
3949,272,-3.1162654,11.4883013,No,No,Yes,Cereals
3950,283,-3.0312114,10.4564046,No,No,No,Cereals
3951,279,-3.025595,10.4579361,No,No,No,Pulses
3955,362,-3.230589,10.3120779,No,No,No,Cereals
3956,355,-3.2326934,10.313086,No,No,No,Fibre crops
3957,354,-3.2350975,10.319495,No,No,No,Cereals
3958,269,-3.1224179,10.6711129,No,No,No,Cereals
3959,282,-3.1245318,10.6725476,No,No,No,Cereals
3960,262,-3.1208457,10.6767257,No,No,No,Cereals
3961,296,-3.111945,10.6697231,No,No,No,Cereals
3962,275,-3.3961908,10.4062859,No,No,No,Cereals
3963,263,-3.3978478,10.4102416,No,No,No,Cereals
3964,294,-3.4025426,10.4090246,No,No,No,Cereals
3965,307,-3.4069221,10.4110477,No,No,No,Cereals
3966,314,-2.8635716,10.1118397,No,No,No,Cereals
3967,305,-2.865789,10.1142022,No,No,No,Cereals
3968,303,-2.8552249,10.116209,No,No,No,Cereals
3969,297,-2.8647881,10.1257144,No,No,No,Cereals
3970,331,-3.2358221,10.004315,No,No,No,Cereals
3971,304,-3.2300072,10.0069123,No,No,No,Cereals
3972,320,-3.2345303,10.009622,No,No,No,Cereals
3973,316,-3.2305865,10.0129082,No,No,No,Cereals
3974,339,-3.3299116,10.0231989,No,No,No,Cereals
3975,335,-3.3231056,10.0272404,No,No,No,Cereals
3976,345,-3.3199305,10.0376651,No,No,No,Cereals
3977,351,-3.3291196,10.0294972,No,No,No,Fruits
3978,332,-3.3969966,10.1638456,No,No,No,Roots and tubers
3980,356,-3.3913463,10.1484458,No,No,Yes,Cereals
3981,352,-3.3967731,10.1479159,No,No,Yes,Cereals
3982,337,-3.4754972,10.1633543,No,No,No,Cereals
3984,235,-1.1958251,10.9991068,No,No,No,Cereals
3985,231,-1.19652,10.9992283,No,No,No,Cereals
3986,242,-1.2024727,11.0041591,No,No,No,Cereals
3987,247,-0.9683017,11.04564,No,No,No,Cereals
3988,252,-0.970765,11.0457333,No,No,No,Cereals
3989,274,-0.9635867,11.059215,No,No,No,Cereals
3990,335,-2.07035,11.0281983,No,No,No,Cereals
3991,338,-2.0711526,11.0427243,No,No,No,Oilcrops
3992,332,-2.0752933,11.0390417,No,No,No,Cereals
3993,325,-2.0858048,11.0385013,No,No,No,Cereals
3996,282,-3.1696339,10.7697367,No,No,No,Cereals
3997,275,-3.1740369,10.7701822,No,No,No,Oilcrops
3998,287,-3.3666735,11.0257645,No,No,No,Fibre crops
3999,291,-3.3555505,11.0192683,No,No,No,Fibre crops
4000,316,-3.350255,11.0106417,No,No,No,Fibre crops
4001,309,-3.36075,11.01078,No,No,No,Cereals
4002,331,-3.6513433,10.8196514,No,No,No,Fibre crops
4003,299,-3.2834099,11.2613492,No,No,No,Cereals
4004,292,-3.2825703,11.2743861,No,No,No,Cereals
4006,331,-3.2777843,11.2748189,No,No,No,Cereals
4007,344,-3.0774721,11.3324854,No,No,No,Cereals
4008,341,-3.0877069,11.3235217,No,No,No,Cereals
4009,329,-3.0805817,11.3227617,No,No,No,Cereals
4010,334,-3.0761383,11.3225433,No,No,No,Cereals
4012,336,-2.9922529,11.0923822,No,No,No,Cereals
4013,332,-2.9933583,11.0947333,No,No,No,Cereals
4014,1985,28.77833,-2.2733606,No,No,No,"Other crops (e.g., rubber)"
4015,2011,28.7757795,-2.2789745,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4016,2067,28.7722168,-2.2743279,No,No,No,Vegetables
4017,2010,28.7766931,-2.2689043,No,No,No,"Other crops (e.g., rubber)"
4019,1482,30.5542258,0.7112954,No,No,No,Roots and tubers
4020,1503,30.5533433,0.7091117,No,No,No,Cereals
4022,1338,30.7734692,0.4586299,No,No,No,Cereals
4023,1270,30.7831079,0.4550498,No,No,No,Cereals
4024,1286,30.7802951,0.461266,No,No,No,Cereals
4025,1294,30.7900154,0.4460726,No,No,No,Cereals
4026,1354,31.1377921,0.5764694,No,No,No,Cereals
4027,1323,31.1362842,0.574432,No,No,No,Fruits
4028,1312,31.1397841,0.5719668,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
4029,1133,31.0452611,0.9915563,No,No,No,Cereals
4031,1140,31.0572343,0.9937915,No,No,No,Cereals
4032,1134,31.356135,1.0282583,No,No,No,Fruits
4033,1117,31.358175,1.0262533,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
